AREA,BFIHOST,FARL,FPEXT,LDP,PROPWET,RMED-1D,SAAR,Index flood
0.0174403642914156,0.538560411311054,0.971830985915493,0.1232323232323232,0.1027685950413223,0.125,0.3649025069637882,0.1790393013100437,0.0083997848301205
0.0474577675810299,0.3316195372750642,0.9464788732394368,0.2460606060606061,0.1551239669421487,0.2828947368421053,0.4401114206128134,0.4043668122270742,0.1184089114177035
0.0541115816929606,0.4203084832904885,0.9859154929577464,0.1357575757575757,0.1508677685950413,0.1644736842105263,0.7381615598885792,0.5296943231441049,0.2361046193024305
0.1813038945857886,0.3547557840616966,0.991549295774648,0.1418181818181818,0.2512396694214876,0.1710526315789474,0.3927576601671307,0.2598253275109171,0.2306583835665012
0.0330967823541983,0.4730077120822621,0.9633802816901408,0.4812121212121212,0.0919008264462809,0.0789473684210526,0.2813370473537604,0.0672489082969432,0.0145516689768551
0.0151679046701008,0.2699228791773779,0.9971830985915492,0.1676767676767676,0.0409090909090909,0.1842105263157895,0.4150417827298049,0.2768558951965066,0.0639848333440783
0.0029310803560913,0.4228791773778921,1.0,0.069090909090909,0.03,0.1052631578947368,0.3857938718662952,0.1187772925764192,0.0051198541559216
0.0205066581758386,0.6452442159383034,0.8873239436619715,0.3963636363636364,0.1012396694214876,0.0789473684210526,0.2729805013927576,0.0790393013100436,0.0051253948810521
0.0920542424334945,0.1992287917737789,0.5633802816901405,0.2145454545454545,0.2077272727272727,0.2434210526315789,0.3662952646239553,0.2877729257641921,0.1444645130874863
0.412756742139078,0.3547557840616966,0.9070422535211268,0.2707070707070707,0.6428925619834711,0.1842105263157895,0.4498607242339831,0.2934497816593887,0.390683950099929
0.0060824279115616,0.551413881748072,0.991549295774648,0.8242424242424244,0.0375206611570247,0.0263157894736842,0.256267409470752,0.0253275109170305,0.0017905639546128
0.2442261642539048,0.3367609254498715,0.9633802816901408,0.1781818181818181,0.2494214876033058,0.2302631578947368,0.3356545961002785,0.1655021834061135,0.3527506688801495
0.0261725411856045,0.3264781491002571,0.9971830985915492,0.1785858585858586,0.1114876033057851,0.1776315789473684,0.4025069637883007,0.2799126637554585,0.0638080434852685
0.1018986596413788,0.2442159383033419,0.971830985915493,0.1555555555555555,0.2337190082644628,0.3026315789473685,0.5041782729805012,0.4048034934497816,0.3385737138160015
0.0169605743521745,0.3663239074550128,0.8591549295774645,0.1042424242424242,0.0750413223140495,0.1710526315789474,0.6114206128133703,0.462882096069869,0.0455150749871059
0.0014219229108419,0.1452442159383033,1.0,0.0444444444444444,0.0124380165289256,0.0789473684210526,0.3844011142061281,0.1296943231441047,0.0045008378126813
0.0267897255165374,0.4601542416452442,0.9943661971830986,0.2307070707070707,0.1286776859504132,0.1513157894736842,0.426183844011142,0.1449781659388646,0.0356954338856295
0.1009783353033799,0.3624678663239074,0.9859154929577464,0.1086868686868686,0.1584297520661157,0.2894736842105264,0.6727019498607241,0.55764192139738,0.3149377659403004
0.0571626095338622,0.4717223650385604,0.8873239436619715,0.2109090909090909,0.1583471074380165,0.0921052631578947,0.3802228412256266,0.1777292576419213,0.0572829363032686
0.0155430131680529,0.2146529562982005,0.2394366197183095,0.2,0.0693388429752066,0.3223684210526316,0.7158774373259051,0.693886462882096,0.0189170185674682
0.0252369508040843,0.2904884318766067,0.915492957746479,0.1757575757575757,0.1066115702479338,0.0921052631578947,0.4080779944289693,0.1489082969432314,0.0274925859067758
0.4960155626409384,0.3766066838046273,0.9183098591549296,0.2901010101010101,0.5083471074380166,0.2763157894736842,0.4150417827298049,0.2724890829694323,0.6158663609696344
0.0047324734916058,0.6079691516709513,0.8112676056338031,0.2246464646464646,0.0395041322314049,0.0855263157894736,0.3356545961002785,0.1519650655021834,0.0032426584359486
0.0820746116972787,0.1876606683804628,0.9971830985915492,0.1038383838383838,0.1922727272727273,0.2631578947368421,0.4568245125348188,0.2917030567685589,0.2328800931596931
0.0204870304055969,0.1401028277634961,1.0,0.1086868686868686,0.0673553719008264,0.2236842105263158,0.3356545961002785,0.1899563318777292,0.0643021484752756
0.0026235786223049,0.1799485861182519,0.943661971830986,0.086060606060606,0.0185123966942148,0.2039473684210526,0.7186629526462395,0.5074235807860261,0.0152190381019921
0.0055721058852778,0.2442159383033419,1.0,0.0646464646464646,0.031694214876033,0.2894736842105264,0.8662952646239553,0.7786026200873362,0.0506314067436013
0.0560023902262427,0.2609254498714653,0.991549295774648,0.1874747474747475,0.1652066115702479,0.1776315789473684,0.4192200557103064,0.2938864628820961,0.1010724244084843
0.2502409854013007,0.3161953727506427,0.5380281690140842,0.1414141414141414,0.358801652892562,0.3157894736842105,0.5473537604456823,0.6078602620087337,0.3572968377280639
0.0166029127611038,0.3406169665809769,0.9830985915492958,0.4565656565656565,0.111900826446281,0.0592105263157894,0.2604456824512534,0.005240174672489,0.0044403971375153
0.0117112362442043,0.7069408740359897,0.9746478873239436,0.1696969696969697,0.0526033057851239,0.0723684210526316,0.3286908077994429,0.1222707423580786,0.0079444628005931
0.0253896112392974,0.5912596401028278,0.8394366197183096,0.1737373737373737,0.106694214876033,0.0986842105263157,0.4094707520891364,0.2174672489082969,0.0214192750306234
0.0072339237657403,0.3303341902313625,0.991549295774648,0.2379797979797979,0.0671074380165289,0.3223684210526316,0.7116991643454038,0.6344978165938864,0.0420437512088195
0.0211216616434113,0.2982005141388175,1.0,0.1252525252525252,0.0839669421487603,0.2434210526315789,0.5905292479108634,0.5860262008733625,0.1484969437012442
0.0934172820336114,0.2185089974293059,0.9295774647887324,0.1321212121212121,0.2329338842975206,0.2631578947368421,0.4679665738161559,0.3611353711790393,0.2640515198891109
0.3418852255230801,0.4871465295629819,0.9577464788732396,0.378989898989899,0.3808677685950413,0.0789473684210526,0.3370473537604456,0.1131004366812227,0.168308982335117
0.0155779069818159,0.2647814910025707,1.0,0.1066666666666666,0.0865289256198347,0.2828947368421053,0.5947075208913648,0.5620087336244541,0.0568145187286441
0.0398225649570151,0.3676092544987147,0.7690140845070426,0.1135353535353535,0.1088842975206611,0.1973684210526315,0.383008356545961,0.2593886462882096,0.0484787005995745
0.0966493215334086,0.3971722365038561,0.9943661971830986,0.1288888888888889,0.2148347107438016,0.2039473684210526,0.3635097493036211,0.1877729257641921,0.1300589098059441
0.0033040079906833,0.7583547557840618,1.0,0.0513131313131313,0.02,0.0921052631578947,0.3913649025069637,0.1467248908296943,0.0010592281284249
0.0136260342744485,0.8316195372750643,0.8563380281690138,0.2012121212121212,0.0666528925619834,0.0460526315789473,0.3231197771587742,0.059825327510917,0.002357198117465
0.0102238874325568,0.6426735218508997,0.9830985915492958,0.0913131313131313,0.0421487603305785,0.1052631578947368,0.394150417827298,0.159825327510917,0.0129303397588807
0.0045536426960705,0.3007712082262211,1.0,0.284040404040404,0.0370661157024793,0.1973684210526315,0.3467966573816155,0.2117903930131004,0.0109337728063954
0.0477085668674514,0.37146529562982,0.9887323943661972,0.1321212121212121,0.0935123966942148,0.1842105263157895,0.4387186629526461,0.2925764192139737,0.0817257712268712
0.0300174032896142,0.3084832904884318,0.991549295774648,0.1054545454545454,0.1302479338842975,0.2302631578947368,0.3147632311977715,0.1558951965065502,0.0714170588614531
0.0166770621153502,0.3971722365038561,1.0,0.1890909090909091,0.0943388429752066,0.0592105263157894,0.2980501392757659,0.0266375545851528,0.006487331571143
0.0356483924856172,0.2017994858611825,0.7887323943661975,0.2193939393939394,0.1072314049586776,0.1710526315789474,0.3899721448467966,0.1362445414847161,0.0675291929920701
0.0154710446771667,0.2275064267352185,0.991549295774648,0.0921212121212121,0.0669008264462809,0.1973684210526315,0.4038997214484678,0.2628820960698689,0.0441702662626523
0.0467904233928127,0.4794344473007711,0.901408450704225,0.2824242424242424,0.1131818181818181,0.1052631578947368,0.383008356545961,0.134061135371179,0.0501488862742569
0.0503299646263962,0.3174807197943445,0.647887323943662,0.0985858585858586,0.1630165289256198,0.3157894736842105,0.4331476323119777,0.3445414847161572,0.0811188430791051
