AREA,BFIHOST,FARL,FPEXT,LDP,PROPWET,RMED-1D,SAAR,Index flood
0.0125988476318004,0.8791773778920309,0.9633802816901408,0.4177777777777778,0.0895867768595041,0.0526315789473684,0.2994428969359331,0.0611353711790393,0.0015875830056089
0.0351402513226936,0.4164524421593831,0.9633802816901408,0.1733333333333333,0.0836363636363636,0.1381578947368421,0.3147632311977715,0.0724890829694323,0.0304622525949326
0.0663920232741737,0.6670951156812339,0.9830985915492958,0.7090909090909092,0.1357851239669421,0.0131578947368421,0.2534818941504178,0.0004366812227074,0.0078986283927535
0.1351895388346338,0.4074550128534704,0.873239436619718,0.6270707070707072,0.2578099173553719,0.0789473684210526,0.2743732590529247,0.0759825327510917,0.0466483433128102
0.0692794863630614,0.1516709511568123,1.0,0.1252525252525252,0.1807851239669421,0.2631578947368421,0.4066852367688021,0.3200873362445415,0.3034595408097479
0.0097680869902777,0.8444730077120823,0.76056338028169,0.656969696969697,0.0656198347107438,0.0592105263157894,0.2520891364902506,0.0379912663755458,0.00065074785636
0.0337096049584109,0.2699228791773779,0.7211267605633802,0.2141414141414141,0.1181404958677686,0.3092105263157895,0.6587743732590527,0.554585152838428,0.1015821433176455
0.0014873488116475,0.2956298200514138,1.0,0.1159595959595959,0.0149586776859504,0.1052631578947368,0.3997214484679664,0.1956331877729257,0.0041905744310489
0.0969720893107163,0.2197943444730077,0.991549295774648,0.3567676767676768,0.2991735537190083,0.2565789473684211,0.4610027855153202,0.3427947598253275,0.2205390428566823
0.0219700174905241,0.4601542416452442,0.9605633802816902,0.1115151515151515,0.1271074380165289,0.1644736842105263,0.6016713091922005,0.4327510917030567,0.0649911756173038
0.0118508114992563,0.2532133676092545,1.0,0.025050505050505,0.0467355371900826,0.3289473684210526,0.5362116991643453,0.485589519650655,0.0781008236090516
0.0024512904168502,0.070694087403599,0.9126760563380284,0.1208080808080808,0.0232644628099173,0.3223684210526316,0.7214484679665737,0.6296943231441048,0.0163326631100509
0.0323334801781329,0.2802056555269923,0.9408450704225352,0.1878787878787879,0.14099173553719,0.1842105263157895,0.3690807799442896,0.2013100436681222,0.0500058426278125
0.0251867909468,0.2262210796915167,0.5605633802816898,0.1511111111111111,0.1058264462809917,0.2434210526315789,0.4735376044568244,0.4244541484716157,0.0910543324092579
0.2205594350691551,0.1465295629820051,0.9802816901408452,0.181010101010101,0.2646280991735537,0.1842105263157895,0.3426183844011142,0.203056768558952,0.3701596850622139
0.0127820401540561,0.4781491002570694,0.9408450704225352,0.2355555555555555,0.0627272727272727,0.0460526315789473,0.3328690807799442,0.0558951965065502,0.007222192718071
0.006588388211125,0.2532133676092545,1.0,0.0997979797979798,0.0319421487603305,0.3223684210526316,0.0250696378830083,0.7781659388646287,0.0433543130681451
0.0625689698037659,0.3881748071979434,0.9887323943661972,0.1454545454545454,0.1550826446280992,0.1118421052631579,0.4178272980501392,0.1903930131004367,0.1054941855779769
0.0593652815276511,0.2210796915167095,0.8816901408450701,0.5438383838383839,0.1475206611570247,0.2236842105263158,0.437325905292479,0.3026200873362445,0.1382395960930952
0.0072252003122996,0.4987146529562982,0.7661971830985914,0.1688888888888889,0.0529752066115702,0.2039473684210526,0.3913649025069637,0.2170305676855895,0.0094499468119399
0.0155168428077307,0.3239074550128535,0.9774647887323944,0.2311111111111111,0.0664876033057851,0.0592105263157894,0.2506963788300835,0.014410480349345,0.0086742876023467
0.1695250515774184,0.3123393316195372,0.9126760563380284,0.2004040404040404,0.2661157024793388,0.1907894736842105,0.448467966573816,0.3410480349344978,0.2639537868287022
0.0466813802248033,0.7287917737789205,0.9323943661971832,0.1814141414141414,0.1342148760330578,0.0855263157894736,0.3551532033426183,0.1384279475982532,0.015196372735478
0.0659929252792595,0.3316195372750642,0.9774647887323944,0.4436363636363636,0.1850413223140496,0.2171052631578948,0.3649025069637882,0.2912663755458515,0.1130563642334472
0.1736141703777691,0.3046272493573265,0.9746478873239436,0.1927272727272727,0.3194214876033058,0.2960526315789474,0.4888579387186629,0.3943231441048034,0.4504071707175552
0.0137263539890171,0.2544987146529563,0.9971830985915492,0.202020202020202,0.0703719008264462,0.2631578947368421,0.6337047353760444,0.5087336244541485,0.0610212107536587
0.0291494196722598,0.4537275064267352,0.9887323943661972,0.1276767676767676,0.1364049586776859,0.1710526315789474,0.4930362116991642,0.3777292576419214,0.0489521549223132
0.0038732133276921,0.3123393316195372,0.9746478873239436,0.277979797979798,0.0425619834710743,0.2236842105263158,0.5208913649025069,0.4013100436681222,0.0107106448649345
0.07007986321625,0.0951156812339332,0.9859154929577464,0.1131313131313131,0.1389256198347107,0.2763157894736842,0.4359331476323118,0.3375545851528385,0.2389070659531945
0.0215251213650459,0.2673521850899743,0.9971830985915492,0.3656565656565656,0.1032644628099173,0.2565789473684211,0.352367688022284,0.3109170305676855,0.0640402416027335
0.0091160088455817,0.2326478149100257,0.9971830985915492,0.1232323232323232,0.0565702479338843,0.2631578947368421,0.5807799442896935,0.5449781659388646,0.0541954097092386
0.0139488020517562,0.4074550128534704,0.9802816901408452,0.24,0.0763223140495867,0.3223684210526316,0.5626740947075208,0.454585152838428,0.053999983882406
0.875570840984529,0.4447300771208227,0.9408450704225352,0.3236363636363636,1.0,0.1052631578947368,0.3983286908077994,0.1973799126637554,0.5337754255044808
0.0320739574382706,0.4395886889460155,0.9830985915492958,0.5830303030303031,0.1292561983471074,0.0855263157894736,0.2604456824512534,0.0746724890829694,0.0153318612597511
0.0102238874325568,0.5732647814910026,0.935211267605634,0.0973737373737373,0.0555371900826446,0.1447368421052631,0.3899721448467966,0.2262008733624454,0.0042751917993681
0.0884427327090248,0.3303341902313625,0.6056338028169015,0.2424242424242424,0.1652479338842975,0.2894736842105264,0.618384401114206,0.5283842794759825,0.180218373251241
0.0913956216987181,0.384318766066838,0.9408450704225352,0.0779797979797979,0.2223553719008264,0.1710526315789474,0.4972144846796656,0.3506550218340611,0.1458481077944684
0.0669721329279835,0.5308483290488433,0.9774647887323944,0.4105050505050505,0.1588842975206611,0.1184210526315789,0.3398328690807798,0.1056768558951964,0.0405710060602153
